,Jellyfish,DayNight,IntTime
89,1,Day,0.8935038542477827
90,1,Day,0.784552612283477
91,1,Day,0.9187410627684329
92,1,Day,0.9380247319986239
93,1,Day,0.8802159814825217
94,1,Day,0.8281371246332867
95,1,Day,0.9277674399772877
96,1,Day,0.9285177145763868
97,1,Day,0.898865499562632
98,1,Day,0.8500598109628896
99,1,Day,1.0197458298002715
100,1,Day,0.8385068969754883
101,1,Day,0.8491371140054014
102,1,Day,0.935766870354314
103,1,Day,0.86790223441254
104,1,Day,0.8314085170815559
105,1,Day,0.9349421851104154
106,1,Day,0.9051034292452016
107,1,Day,0.8747276706945684
108,1,Day,0.9741173617777008
109,1,Day,0.9850706782747096
110,1,Day,0.8717474732678312
111,1,Day,0.9990533204271941
112,1,Day,0.9646862843461577
113,1,Day,0.9237305827923592
114,1,Day,1.0868140701036566
115,1,Day,0.9663624607237296
116,1,Day,0.9655046402791498
117,1,Day,1.1159754140729063
118,1,Day,0.9144515741284636
119,1,Day,0.8747874847745862
120,1,Day,1.017471875595163
121,1,Day,0.9381787219593889
122,1,Day,0.9951217957706575
123,1,Day,0.897254060541556
124,1,Day,0.9633534583064431
125,1,Day,0.9568221433149802
126,1,Day,1.1804516669244833
127,1,Day,0.9232291232482908
128,1,Day,1.5235555869415407
129,1,Day,1.1506808225907434
130,1,Day,1.0525246648704325
131,1,Day,0.9327496549305891
132,1,Day,0.7590016652544449
133,1,Day,0.9377427597348458
134,1,Day,0.7965629594013421
135,1,Day,1.0280818439774038
136,1,Day,0.9452345028698943
137,1,Day,1.0113548173221432
138,1,Day,2.425541184182478
139,1,Day,0.9937556328629853
140,1,Day,4.6048663587882
141,1,Day,1.2765137085043676
142,1,Day,0.9414850139620796
143,1,Day,0.6561375404194507
144,1,Day,0.7156609569088346
145,1,Day,0.7187279350835354
146,1,Day,0.7792287808490812
147,1,Day,0.7321917538361333
148,1,Day,1.5086277635362535
149,1,Day,0.7639654366422803
150,1,Day,0.7325141961880206
151,1,Day,0.7095971130044063
152,1,Day,0.8720275186318531
153,1,Day,0.423591616655159
154,1,Day,0.3596420031742298
155,1,Day,0.8960696043051541
156,1,Day,0.8641908162257437
157,1,Day,0.8548193363079974
158,1,Day,0.8456064611432339
159,1,Day,0.9813137910427372
160,1,Day,0.8689083212675257
161,1,Day,0.928122915789146
162,1,Day,0.9520189262269412
163,1,Day,0.9628945727582732
164,1,Day,0.8236797838276289
165,1,Day,0.8967955613805998
166,1,Day,0.9801342576034529
167,1,Day,0.7886249017345222
168,1,Day,0.9963822272015648
169,1,Day,1.0351941664572166
170,1,Day,1.082602708700989
171,1,Day,1.0001843335808758
172,1,Day,0.9897869582189287
173,1,Day,0.9484537232101218
174,1,Day,1.0687749403907105
175,1,Day,0.9992443181878059
176,1,Day,1.8219294974320803
177,1,Day,1.2565790233175278
178,1,Day,1.1216762027539176
179,1,Day,0.9122559616876345
180,1,Day,0.8765227971536831
181,1,Day,0.9780324990020404
182,1,Day,0.9306717018347115
183,1,Day,0.9865452115963933
184,1,Day,0.9673293712847908
185,1,Day,0.9738800429437049
186,1,Day,1.0093928720519045
187,1,Day,0.883310612113064
188,1,Day,1.030488962278099
189,1,Day,0.8990495372346459
190,1,Day,1.0403427898324935
191,1,Day,0.9583706897270474
192,1,Day,0.9690375846464008
193,1,Day,0.9351965769406263
194,1,Day,1.1639096199633343
195,1,Day,0.903505437539053
196,1,Day,1.0959928471654052
197,1,Day,1.0524051080010963
198,1,Day,1.0683873336059833
199,1,Day,1.0363230790346734
200,1,Day,1.3143131559599794
201,1,Day,1.1195190696992086
202,1,Day,0.9363468771373675
203,1,Day,0.9750032905189698
204,1,Day,1.0642121088510237
205,1,Day,0.4096627422064216
206,1,Day,0.6181214517019953
207,1,Day,0.9633198888858203
208,1,Day,1.0069848676213553
209,1,Day,0.9039597770760395
210,1,Day,0.9979769377959542
211,1,Day,0.9181502996173379
212,1,Day,0.9512576268128043
213,1,Day,0.9142391049810783
214,1,Day,0.9159203363453798
215,1,Day,0.7639059916805024
216,1,Day,0.9298634416067557
217,1,Day,0.8762705055480922
218,1,Day,0.784782807196649
219,1,Day,0.885307108229
220,1,Day,0.901254886742862
221,1,Day,0.7028386155540147
222,1,Day,0.8329168573557126
223,1,Day,0.9327065745212622
224,1,Day,0.8235939468344782
225,1,Day,0.7493256115527345
226,1,Day,0.8244890278497223
227,1,Day,0.8253339344554433
228,1,Day,0.8395265115667314
229,1,Day,0.8675287404583685
230,1,Day,0.786476828552992
231,1,Day,0.7782722852457198
232,1,Day,0.7696155772892723
233,1,Day,0.8758349880925493
234,1,Day,0.8239109371591269
235,1,Day,0.8119804421979211
236,1,Day,0.8080415160225414
237,1,Day,0.8337917007019655
238,1,Day,0.8154971695357176
239,1,Day,0.7705442204402004
240,1,Day,0.8526781266896251
241,1,Day,0.9112459009006955
242,1,Day,0.8071306314078299
243,1,Day,0.7989219674504682
244,1,Day,0.8451589247879667
245,1,Day,0.831367133699473
246,1,Day,0.792518089929132
247,1,Day,0.8655704062274481
248,1,Day,0.719677333798387
249,1,Day,0.842996040975521
250,1,Day,0.7996687740051698
251,1,Day,0.8701439819325287
252,1,Day,0.894677627065164
253,1,Day,0.83918039442176
254,1,Day,0.7171134736419162
255,1,Day,0.9191085335223761
256,1,Day,0.8800153745985426
257,1,Day,0.7954339500474532
258,1,Day,0.8253996866444027
259,1,Day,0.8511434964192119
260,1,Day,0.8238864735580478
261,1,Day,0.7934329327310081
262,1,Day,0.9803941793723254
263,1,Day,0.7853542181370301
264,1,Day,0.8448962321691624
265,1,Day,0.9233890754774734
266,1,Day,0.8283658602522905
267,1,Day,0.8037945159391029
268,1,Day,0.9580376470059377
269,1,Day,0.785950975125985
270,1,Day,0.7720192383628444
271,1,Day,0.9268642690083198
272,1,Day,0.850354714971786
273,1,Day,0.8060234956505496
274,1,Day,0.8784582525873645
275,1,Day,0.8303126099749818
276,1,Day,0.7965762484332686
277,1,Day,0.8934540523831629
278,1,Day,0.9147721799770068
279,1,Day,0.26371410466680345
280,1,Day,0.6291242241201473
281,1,Day,0.796452358137401
282,1,Day,0.9662422392003407
283,1,Day,0.21690747587658166
284,1,Day,0.5589777822374913
285,1,Day,0.8415655421892154
286,1,Day,0.906288474488548
287,1,Day,0.8278855331572004
288,1,Day,0.8652201542370221
289,1,Day,0.9238955524605785
290,1,Day,0.8780216289055716
291,1,Day,0.8574494222648354
292,1,Day,0.8724603500904209
293,1,Day,0.990021396360703
294,1,Day,0.8639095057767463
295,1,Day,0.8984524069661006
296,1,Day,0.8863114580026945
297,1,Day,0.9065305424865073
298,2,Day,0.7865199993185256
299,2,Day,0.7353341770727446
300,2,Day,0.7469266333119757
301,2,Day,0.7274191548677047
302,2,Day,0.7799203684548899
303,2,Day,0.7403339798396926
304,2,Day,0.7265335382138787
305,2,Day,0.7377322799157078
306,2,Day,0.8967575544465047
307,2,Day,1.0212291472890165
308,2,Day,0.9534356267979405
309,2,Day,0.9173309069774653
310,2,Day,0.8890048224884008
311,2,Day,0.8162492975587909
312,2,Day,0.8692136745431398
313,2,Day,0.9022559816822646
314,2,Day,0.805779439336753
315,2,Day,0.865166816642633
316,2,Day,0.8360482918955157
317,2,Day,0.8167522943959682
318,2,Day,0.7508658912908608
319,2,Day,0.7605379113679547
320,2,Day,0.9044893642790264
321,2,Day,0.7777002497515788
322,2,Day,3.317609697627198
323,2,Day,0.9648709004062503
324,2,Day,1.917476381822432
325,2,Day,0.9987145286861043
326,2,Day,0.8229738741259816
327,2,Day,0.8123329692880894
328,2,Day,0.8438554065970223
329,2,Day,0.7897484757666753
330,2,Day,0.823596720603117
331,2,Day,0.8919105858601988
332,2,Day,0.7951103958266756
333,2,Day,0.7497862574646632
334,2,Day,0.798050596158653
335,2,Day,0.7961463230158614
336,2,Day,0.7855615170261459
337,2,Day,0.7321187253962407
338,2,Day,0.7655133277807167
339,2,Day,0.7324849280091925
340,2,Day,0.7889524450342265
341,2,Day,0.6932233180453835
342,2,Day,0.7472590184358197
343,2,Day,0.8599308995073685
344,2,Day,0.788737438933822
345,2,Day,0.76138762354406
346,2,Day,0.8299568365250707
347,2,Day,0.7912248809555393
348,2,Day,0.7979969007473429
349,2,Day,0.7202010594495363
350,2,Day,0.7310724612889743
351,2,Day,0.7741922388252718
352,2,Day,0.7999888681297023
353,2,Day,0.7444167731638416
354,2,Day,0.7802561742847587
355,2,Day,0.8014252325100841
356,2,Day,0.7615375862467388
357,2,Day,0.7771620300446926
358,2,Day,0.7630691703316685
359,2,Day,0.8267067171420663
360,2,Day,0.7458028257250291
361,2,Day,0.745850893029079
362,2,Day,0.8175435919981666
363,2,Day,0.8309817709411718
364,2,Day,0.7769565601556252
365,2,Day,0.7532218813322942
366,2,Day,0.81858916689675
367,2,Day,0.8132340124563697
368,2,Day,0.7236979573068183
369,2,Day,0.7391618066357637
370,2,Day,0.775857685612543
371,2,Day,0.8045815390430491
372,2,Day,0.7778907174850644
373,2,Day,0.7913492066191594
374,2,Day,0.7979245832800359
375,2,Day,0.8229968907775884
376,2,Day,0.7522620126472503
377,2,Day,0.9373784944563681
378,2,Day,0.9073364105038451
379,2,Day,0.9255359365049003
380,2,Day,0.9140901358846634
381,2,Day,0.8659418333931654
382,2,Day,0.8725363983026995
383,2,Day,0.9162353048764089
384,2,Day,0.9033292032914488
385,2,Day,0.863770471245175
386,2,Day,0.833743083496131
387,2,Day,0.8210944420723365
388,2,Day,0.846917067360252
389,2,Day,0.7658948655987103
390,2,Day,0.8620139667579565
391,2,Day,0.7767052616254944
392,2,Day,0.9585427886532187
393,2,Day,0.9321923665009706
394,2,Day,0.9107459673667506
395,2,Day,0.8044032938615686
396,2,Day,0.8247524372513624
397,2,Day,0.8385240950148329
398,2,Day,0.8158825278688369
399,2,Day,0.8401219975651202
400,2,Day,0.8760287780000908
401,2,Day,0.8261773394948477
402,2,Day,0.8283833575518997
403,2,Day,0.7827911495273696
404,2,Day,0.8209665122060557
405,2,Day,0.8902712607835781
406,2,Day,0.8037922537212836
407,2,Day,0.8616119493494807
408,2,Day,0.8311672890969817
409,2,Day,0.8905337176237538
410,2,Day,0.9104330747079814
411,2,Day,0.9068861919041211
412,2,Day,0.9192375085771687
413,2,Day,0.8632780288977244
414,2,Day,1.0009457932918338
415,2,Day,0.8316690044208883
416,2,Day,0.9178418457936601
417,2,Day,0.9059421788796556
418,2,Day,0.8587427869181141
419,2,Day,0.9568346059979547
420,2,Day,0.9057958485159645
421,2,Day,0.9245025259099009
422,2,Day,0.9013795930475084
423,2,Day,0.8565211307925438
424,2,Day,0.8406859290886217
425,2,Day,0.9343221054716508
426,2,Day,0.9328120036845604
427,2,Day,0.9332934525591412
428,2,Day,0.9366625127112229
429,2,Day,0.9979515520547437
430,2,Day,0.9643439570253918
431,2,Day,0.9658042326838796
432,2,Day,0.8661656097555266
433,2,Day,0.8621423725064545
434,2,Day,0.8462603758668195
435,2,Day,0.9357201543266029
436,2,Day,0.8102457259829663
437,2,Day,0.8613051100604423
438,2,Day,0.9003894417841423
439,2,Day,0.8094563910931782
440,2,Day,0.8284891922369582
441,2,Day,0.8441933800478978
442,2,Day,0.8999439985444866
443,2,Day,0.8911719602419339
444,2,Day,0.8463181007117839
445,2,Day,0.857087458111792
446,2,Day,0.8219998602971259
447,2,Day,0.8347042718114324
448,2,Day,0.9055038516296463
449,2,Day,0.6990431531206411
450,2,Day,0.8492975720985783
451,2,Day,0.9813224470627802
452,2,Day,0.7402331613668593
453,2,Day,0.9199636639357323
454,2,Day,0.8790035053842473
455,2,Day,0.8161241765912166
456,2,Day,0.7011611230560391
457,2,Day,0.8334291307138528
458,2,Day,0.8221322505895898
459,2,Day,0.7670055212917077
460,2,Day,0.8106803737631765
461,2,Day,0.8143974637163467
462,2,Day,0.8203760946266812
463,2,Day,0.7672355883128148
464,2,Day,0.7871286579520529
465,2,Day,0.8224067507653388
466,2,Day,3.150271889110826
467,2,Day,0.9599617813963448
468,2,Day,1.1070032560780874
469,2,Day,0.850634203664498
470,2,Day,0.9306260758884264
471,2,Day,0.8782044294102604
472,2,Day,0.8369773905739635
473,2,Day,0.8992946448062753
474,2,Day,0.9414324985475275
475,2,Day,0.939899136755173
476,2,Day,0.9558176592834968
477,2,Day,0.9730160861961963
478,2,Day,0.8988157098926877
479,2,Day,0.9613759022923887
480,2,Day,0.8963208531802138
481,2,Day,0.9780426337475205
482,2,Day,1.1220755532626185
483,2,Day,1.0604831567689814
484,2,Day,1.0649339567722222
485,2,Day,0.9030367799790042
486,2,Day,0.8478271168911249
487,2,Day,1.0680435668131736
488,2,Day,0.9448637638120942
489,2,Day,0.8564275230374392
490,2,Day,0.8959170400981691
491,2,Day,0.9197824598151385
492,2,Day,0.9425358147011309
493,2,Day,1.026037920644825
494,2,Day,0.947147160357332
495,2,Day,0.9112536490661967
496,2,Day,0.9889998999838099
497,2,Day,0.8680677142495199
498,2,Day,0.9631826009855615
499,2,Day,0.8334614769687221
500,2,Day,0.8221715661925941
501,2,Day,0.7990900921437856
502,2,Day,0.9118815081603486
503,2,Day,0.8887603319238906
504,2,Day,1.025190729598961
505,2,Day,0.9060617576898551
506,2,Day,0.8764973488191288
507,2,Day,0.8593401329015933
508,2,Day,1.063637474418698
509,2,Day,0.9037953116801702
510,2,Day,0.9668088704054583
511,2,Day,0.9346408531538088
512,2,Day,0.9916337737369361
513,2,Day,0.9064652668661495
514,2,Day,0.9522026195024296
515,2,Day,0.900087715494891
516,2,Day,0.9197354232075838
517,2,Day,0.8713666829913791
518,2,Day,0.959195753107764
519,2,Day,1.050662422333147
520,2,Day,0.9784722835870525
521,2,Day,0.9352272530910568
522,2,Day,0.9914104278790603
523,2,Day,0.8892219935542869
524,2,Day,0.9853466398394062
525,2,Day,0.9897294407237212
526,2,Day,0.9124527870686734
527,2,Day,0.8112787102482173
528,2,Day,0.9514886025528142
529,2,Day,0.8560325327584906
530,2,Day,0.9510470743889812
531,2,Day,1.031937074748015
532,2,Day,0.9837125766095767
533,2,Day,0.9385545073259891
534,2,Day,0.9668412055738429
535,2,Day,0.8965815871748077
536,2,Day,0.9306005285747574
537,2,Day,1.1272385829158225
538,2,Day,1.1947907195820733
539,2,Day,1.0336104270275825
540,2,Day,1.0316604572389565
541,2,Day,0.8387911100214751
542,2,Day,0.9089818678242807
543,2,Day,0.8901682079014392
544,2,Day,0.9388525254315425
545,2,Day,0.8961783479902579
546,2,Day,1.0380388713443551
547,2,Day,0.9358008426862625
548,2,Day,1.1981059434673114
549,2,Day,1.0945428615609387
550,2,Day,1.100698891364658
551,2,Day,1.054719819048671
552,2,Day,1.0607207906494125
553,2,Day,1.0861164717086638
554,2,Day,0.8470105539117583
555,2,Day,0.7137491973942929
556,2,Day,0.8437035432231141
557,2,Day,0.8077905082014922
558,2,Day,0.9242549152480137
559,2,Day,0.853162321609517
560,2,Day,1.0910328382022954
561,2,Day,1.2471227401789804
562,2,Day,0.981418487457006
563,2,Day,1.1572746709826731
564,2,Day,1.07934939450584
565,2,Day,1.0456879610877934
566,2,Day,1.2317918065120352
567,2,Day,0.9452336888473098
568,2,Day,1.0466575892668573
569,2,Day,1.0271155660362297
570,2,Day,1.0540406431825318
571,2,Day,1.0804476938234018
572,2,Day,1.0014945101318915
573,2,Day,1.051555816388202
574,2,Day,5.820491109521811
575,2,Day,1.458303987210968
576,2,Day,0.7993939461922537
577,2,Day,0.7513673058676318
578,2,Day,0.7502768914221178
579,2,Day,0.7235901080529743
580,2,Day,0.6708702042247978
581,2,Day,0.661590719340893
582,2,Day,0.8317962080277539
583,2,Day,0.7425494634325673
584,2,Day,0.8185556155087852
585,2,Day,0.8805547974700403
586,2,Day,0.8580001206519228
587,3,Day,1.0172226926120185
588,3,Day,0.9869391928938582
589,3,Day,1.1780246247023194
590,3,Day,1.0513017404564096
591,3,Day,1.7319322200953913
592,3,Day,2.710224270621965
593,3,Day,1.954369128764501
594,3,Day,1.3583065408402835
595,3,Day,1.0760353684000616
596,3,Day,0.9351209530940547
597,3,Day,0.9651463252008803
598,3,Day,1.264567166113304
599,3,Day,0.9381089671661123
600,3,Day,0.7789260262666211
601,3,Day,0.8646098901272872
602,3,Day,0.8287537951332986
603,3,Day,0.8940201264923964
604,3,Day,0.7049559832215166
605,3,Day,0.8436966053297645
606,3,Day,0.8151138331058192
607,3,Day,0.7654736020943496
608,3,Day,0.910652863963552
609,3,Day,0.9304916553993401
610,3,Day,0.8941247631363183
611,3,Day,0.8422107718489897
612,3,Day,0.9639505890622502
613,3,Day,0.9948767271389194
614,3,Day,0.9339416375661109
615,3,Day,1.0375255617631396
616,3,Day,1.1123326848328006
617,3,Day,0.9584838663347099
618,3,Day,0.9191483818072612
619,3,Day,0.9756654250171408
620,3,Day,0.9458352409823689
621,3,Day,0.8482901086353323
622,3,Day,0.9386006256152299
623,3,Day,0.9466632453808188
624,3,Day,0.9023075266118497
625,3,Day,0.9501820812657371
626,3,Day,0.9315308813411178
627,3,Day,0.8867532051079436
628,3,Day,0.8806687515773319
629,3,Day,0.9691308672879018
630,3,Day,0.9294271174365676
631,3,Day,0.9254311317849542
632,3,Day,0.8887745409279262
633,3,Day,0.9732294548826204
634,3,Day,0.9197203062747477
635,3,Day,1.0194767677336856
636,3,Day,0.8940593712252038
637,3,Day,0.877267501337208
638,3,Day,0.9034517163041755
639,3,Day,0.9249101128841843
640,3,Day,0.9007210410665749
641,3,Day,0.9532257602903655
642,3,Day,1.0094728719779198
643,3,Day,0.8634307895218001
644,3,Day,0.8406453304587558
645,3,Day,0.9403897040036142
646,3,Day,0.9076433631523386
647,3,Day,0.943300777074235
648,3,Day,1.0312640434029419
649,3,Day,0.919916162497266
650,3,Day,0.9225384397090934
651,3,Day,0.9376086339291874
652,3,Day,0.9592964977701826
653,3,Day,0.9154270499492014
654,3,Day,0.9740154743174401
655,3,Day,0.9715092958897031
656,3,Day,0.9404285965697028
657,3,Day,0.9469293998577797
658,3,Day,1.031238054216601
659,3,Day,0.9620753632895997
660,3,Day,4.034047468442793
661,3,Day,1.2797461949194116
662,3,Day,0.9262014513544585
663,3,Day,0.9334486054256388
664,3,Day,0.8827440475004948
665,3,Day,0.7890203146094734
666,3,Day,0.8309764520704874
667,3,Day,0.8102648524416196
668,3,Day,0.7703069713565753
669,3,Day,0.7807483993027517
670,3,Day,0.8064495014920965
671,3,Day,0.8232615931346317
672,3,Day,0.7164583412265983
673,3,Day,0.816775029646152
674,3,Day,0.7834960328305982
675,3,Day,0.8308466569335593
676,3,Day,0.759257936162868
677,3,Day,0.7966816799435463
678,3,Day,0.8270960919949175
679,3,Day,0.7683304365568233
680,3,Day,0.7786522347033724
681,3,Day,0.8078649180114752
682,3,Day,0.796531365188784
683,3,Day,0.8139128569343939
684,3,Day,0.8039126144120132
685,3,Day,0.8073125992018504
686,3,Day,0.8304386300774382
687,3,Day,0.788393617511062
688,3,Day,0.8669740408039672
689,3,Day,0.783690628237693
690,3,Day,0.8245890491892851
691,3,Day,0.8541151300128007
692,3,Day,0.7845924817734726
693,3,Day,0.815661496947726
694,3,Day,0.8060145546403987
695,3,Day,0.8364191750376193
696,3,Day,0.7990773422601762
697,3,Day,0.8277226369523589
698,3,Day,0.839895248831894
699,3,Day,0.8394890283009886
700,3,Day,0.8002944582221829
701,3,Day,0.8278116373880096
702,3,Day,0.8583621225182156
703,3,Day,0.7880966837491457
704,3,Day,0.8272021213257545
705,3,Day,0.8422728013147633
706,3,Day,0.8333895829573521
707,3,Day,0.8200295638152255
708,3,Day,0.8775210103681701
709,3,Day,0.9015832387367624
710,3,Day,0.8086950268198194
711,3,Day,0.8681372052816982
712,3,Day,0.8786346508923373
713,3,Day,0.8428123102002445
714,3,Day,0.877809425944676
715,3,Day,0.855591725466752
716,3,Day,0.8528970640463314
717,3,Day,0.8892799580134039
718,3,Day,0.8609609845522641
719,3,Day,0.8383548119122537
720,3,Day,0.8984009595130402
721,3,Day,0.9006736337212686
722,3,Day,0.827755618730194
723,3,Day,0.882162273283086
724,3,Day,0.8774449124695707
725,3,Day,0.8442725721620832
726,3,Day,0.9097492277455217
727,3,Day,0.8935575587202038
728,3,Day,0.8752793815654059
729,3,Day,0.930865037465594
730,3,Day,0.9145507144778833
731,3,Day,0.9062660001281131
732,3,Day,0.959632899109522
733,3,Day,0.9413535901659031
734,3,Day,0.8828901705931287
735,3,Day,0.9280858468249846
736,3,Day,0.8994709402865624
737,3,Day,0.8580836495461597
738,3,Day,0.8947805336694898
739,3,Day,0.8830948439198778
740,3,Day,0.8487017920077164
741,3,Day,0.834721880784457
742,3,Day,0.8449916341482435
743,3,Day,0.845756847782269
744,3,Day,0.809396526449575
745,3,Day,0.8079080662574825
746,3,Day,0.8679094938347873
747,3,Day,0.8341152366547249
748,3,Day,0.8305590745477218
749,3,Day,0.8175391246615789
750,3,Day,0.7752115490108906
751,3,Day,0.8008113528429988
752,3,Day,0.8603600474947655
753,3,Day,0.7893472020028298
754,3,Day,0.7826015865402667
755,3,Day,0.8330968820184808
756,3,Day,0.8058373962773544
757,3,Day,0.7743914976089741
758,3,Day,0.8169641544382955
759,3,Day,0.8429563565199487
760,3,Day,0.800557699444397
761,3,Day,0.8206750883699669
762,3,Day,0.86654196564308
763,3,Day,0.7929355186044518
764,3,Day,0.8092181941019874
765,3,Day,0.8151772034652254
766,3,Day,0.8106872046385831
767,3,Day,0.8077370908328305
768,3,Day,0.8516211995114986
769,3,Day,0.798995680907808
770,3,Day,0.816169187961151
771,3,Day,0.8100915918394662
772,3,Day,0.831845212667929
773,3,Day,0.7839863626921613
774,3,Day,0.8317038202033302
775,3,Day,0.8579273625755093
776,3,Day,0.7843997672364083
777,3,Day,0.8520833674177481
778,3,Day,0.8747680591702931
779,3,Day,0.7988570867286455
780,3,Day,0.8222970461475825
781,3,Day,0.8651681351841205
782,3,Day,0.8405518150619855
783,3,Day,0.8197738733250048
784,3,Day,0.8912070320590431
785,3,Day,0.8257833065953832
786,3,Day,0.8282152248183934
787,3,Day,0.9018426532910269
788,3,Day,0.8546749961457465
789,3,Day,0.8494243667407204
790,3,Day,0.8939790933555685
791,3,Day,0.8481212076879387
792,3,Day,0.8906414397463038
793,3,Day,0.8648217816898409
794,3,Day,0.8697853753138247
795,3,Day,0.8338059328385441
796,3,Day,0.8995469453119824
797,3,Day,0.8145831903023293
798,3,Day,0.8292652675552574
799,3,Day,0.8959003342826293
800,3,Day,0.9050948583627587
801,3,Day,0.8186454982789542
802,3,Day,0.9061045164943948
803,3,Day,0.8790337653063318
804,3,Day,0.8284100343946079
805,3,Day,0.9246716585931551
806,3,Day,0.9034191987296936
807,3,Day,0.8664091202356872
808,3,Day,0.8809980010907452
809,3,Day,0.8563910232412013
810,3,Day,0.8706239042779771
811,3,Day,0.8741369246345414
812,3,Day,0.9056828054398238
813,3,Day,0.9073843002844342
814,3,Day,0.8832497563482491
815,3,Day,0.881317205170518
816,3,Day,0.8826500020628032
817,3,Day,0.859164492474747
818,3,Day,0.8862564803962414
819,3,Day,0.9309055189316098
820,3,Day,0.8529954987134545
821,3,Day,0.978374439366803
822,3,Day,0.9130906538339616
823,3,Day,0.8570619147791092
824,3,Day,0.9029717617463859
825,3,Day,0.8779069264177792
826,3,Day,0.9359710084281119
827,3,Day,0.8890422825001849
828,3,Day,0.9750943780364878
829,3,Day,0.9417691726184501
830,3,Day,0.9648717725853544
831,3,Day,0.9139296124606346
832,3,Day,0.9297654931710042
833,3,Day,0.9212835431663393
834,3,Day,0.9046580788393612
835,3,Day,0.9399808784557422
836,3,Day,0.9056584716476834
837,3,Day,0.9015222410944546
838,3,Day,1.024280549185704
839,3,Day,0.9215828137492963
840,3,Day,0.8722300148654085
841,3,Day,0.9928522750726643
842,3,Day,0.8924178651025727
843,3,Day,0.8839240912893729
844,3,Day,0.9304959662022725
845,3,Day,0.8507031186341578
846,3,Day,0.8553573066383251
847,3,Day,0.8816089485833345
848,3,Day,0.8489967180776716
849,3,Day,0.8437500573163277
850,3,Day,0.8286331930998188
851,3,Day,0.880626453488162
852,3,Day,0.7781320496189892
853,3,Day,0.8538542839371246
854,3,Day,0.832148093525575
855,3,Day,0.7986910507359255
856,3,Day,0.7904156566955578
857,3,Day,0.829751677139285
858,3,Day,0.8131401845161008
859,3,Day,0.7721334747272124
860,3,Day,0.8302519075233477
861,3,Day,0.8326864525051576
862,3,Day,0.7915023614008305
863,3,Day,0.8087668554063328
864,3,Day,0.8554585284895779
865,3,Day,0.8034230927056285
866,3,Day,0.8036788257817591
867,3,Day,0.8677938282976072
868,3,Day,0.7973461479625144
869,3,Day,0.8286872299420907
870,3,Day,0.854512073080258
871,3,Day,0.8191450955864639
872,3,Day,0.824542880646618
873,3,Day,0.8530155008146494
874,3,Day,0.8872043053123662
875,3,Day,0.7701731275251404
876,3,Day,0.7953846248832406
877,3,Day,0.8618058496221579
878,3,Day,0.841195675074971
